type,pattern,compromised,recall,symmetryH,symmetryV,length,start,end,stroke,direction,image
p,0.1.2.6.7,0,0,0.3333333333333333,1.0,5,0,7,3.0,0,./analysis/4x4/Pattern-Proj-24MAR/incorrect/15pattern1.bmp
p,0.4.5.9.10.14.15,0,1,1.0,0.5,7,0,15,4.5,0,./analysis/4x4/Pattern-Proj-24MAR/correct/15pattern3.bmp
p,15.11.10.9.8.12,0,1,0.5,1.0,6,15,12,3.75,0,./analysis/4x4/Pattern-Proj-24MAR/correct/15pattern2.bmp
p,4.5.6.7.10.2,0,0,1.0,1.0,6,4,2,4.810660171779821,0,./analysis/4x4/Pattern-Proj-24MAR/incorrect/6pattern3.bmp
p,0.1.2.3.6.9.10.11,0,1,0.75,1.0,8,0,11,5.871320343559642,0,./analysis/4x4/Pattern-Proj-24MAR/correct/14pattern1.bmp
p,12.8.4.9.5.1,0,1,1.0,0.6666666666666666,6,12,1,4.060660171779821,0,./analysis/4x4/Pattern-Proj-24MAR/correct/14pattern2.bmp
p,13.8.9.5.10,0,0,1.0,1.0,5,13,10,3.621320343559642,0,./analysis/4x4/Pattern-Proj-24MAR/incorrect/14pattern3.bmp
p,0.1.2.3.7.11.15.10.5.9.13.12.8.4.6.14,0,1,1.0,1.0,16,0,14,13.371320343559642,0,./analysis/4x4/Pattern-Proj-24MAR/correct/0pattern1.bmp
p,7.2.6.10.5.4.8.12.13.14.15,0,0,1.0,1.0,11,7,15,8.121320343559642,0,./analysis/4x4/Pattern-Proj-24MAR/incorrect/0pattern2.bmp
p,6.2.3.7.11.10.14.13.9.8.5.1.0,0,0,1.0,1.0,13,6,0,9.310660171779821,0,./analysis/4x4/Pattern-Proj-24MAR/incorrect/0pattern3.bmp
p,3.2.1.0.4.8,0,0,0.25,1.0,6,3,8,3.75,0,./analysis/4x4/Pattern-Proj-24MAR/incorrect/1pattern1.bmp
p,13.9.5.1.2.6.10.14,0,0,1.0,1.0,8,13,14,5.25,0,./analysis/4x4/Pattern-Proj-24MAR/incorrect/1pattern3.bmp
p,0.5.10.6.2,0,0,0.5,1.0,5,0,2,3.6213203435596424,0,./analysis/4x4/Pattern-Proj-24MAR/incorrect/1pattern2.bmp
p,0.4.8.12.9.6.3.7.11.15,0,1,1.0,1.0,10,0,15,7.681980515339463,0,./analysis/4x4/Pattern-Proj-24MAR/correct/6pattern2.bmp
p,12.9.14.11.6.3,0,1,1.0,1.0,6,12,3,5.303300858899106,0,./analysis/4x4/Pattern-Proj-24MAR/correct/7pattern1.bmp
p,11.6.3.7.5.4,0,0,1.0,1.0,6,11,4,5.121320343559642,0,./analysis/4x4/Pattern-Proj-24MAR/incorrect/6pattern1.bmp
p,0.1.5.6.2.3.7.11.15,0,1,1.0,1.0,9,0,15,6.0,0,./analysis/4x4/Pattern-Proj-24MAR/correct/4pattern1.bmp
p,0.1.2.3.7.6.5.9.10.14,0,1,0.75,1.0,10,0,14,6.75,0,./analysis/4x4/Pattern-Proj-24MAR/correct/4pattern2.bmp
p,0.4.8.12.13.14.15.11,0,1,1.0,1.0,8,0,11,5.25,0,./analysis/4x4/Pattern-Proj-24MAR/correct/4pattern3.bmp
p,12.9.6.3.2.1.0,0,1,0.25,0.5,7,12,0,5.431980515339464,0,./analysis/4x4/Pattern-Proj-24MAR/correct/5pattern1.bmp
p,12.8.4.0.5.10.15,0,0,1.0,0.25,7,12,15,5.431980515339463,0,./analysis/4x4/Pattern-Proj-24MAR/incorrect/5pattern3.bmp
p,0.4.8.9.10.11.15,0,0,1.0,1.0,7,0,15,4.5,0,./analysis/4x4/Pattern-Proj-24MAR/incorrect/5pattern2.bmp
p,4.1.5.9.6.2.3.7.11.10.8.12.13.14.15,0,0,1.0,1.0,15,4,15,11.871320343559642,0,./analysis/4x4/Pattern-Proj-24MAR/incorrect/20pattern1.bmp
p,0.1.2.5.8.9.10,0,0,1.0,1.0,7,0,10,5.121320343559642,0,./analysis/4x4/Pattern-Proj-24MAR/incorrect/7pattern2.bmp
p,0.1.2.3.7.11.15.14.13.12.8.4.5.6.10.9,0,1,1.0,1.0,16,0,9,11.25,0,./analysis/4x4/Pattern-Proj-24MAR/correct/20pattern3.bmp
p,4.5.6.9.12.13.14.15.10.0,0,0,1.0,0.6666666666666666,10,4,0,9.053300858899105,0,./analysis/4x4/Pattern-Proj-24MAR/incorrect/20pattern2.bmp
p,2.1.4.8.13.14.11.7,0,1,1.0,1.0,8,2,7,6.181980515339463,0,./analysis/4x4/Pattern-Proj-24MAR/correct/7pattern3.bmp
p,8.5.6.7.11.15.14,0,0,0.6666666666666666,1.0,7,8,14,4.810660171779821,0,./analysis/4x4/Pattern-Proj-24MAR/incorrect/8pattern1.bmp
p,0.5.10.6.2.3,0,0,0.3333333333333333,1.0,6,0,3,4.371320343559642,0,./analysis/4x4/Pattern-Proj-24MAR/incorrect/8pattern2.bmp
p,12.9.6.7.11.15.10.5.0,0,0,1.0,1.0,9,12,0,7.553300858899105,0,./analysis/4x4/Pattern-Proj-24MAR/incorrect/8pattern3.bmp
g,0.4.8.12.13.14.15.11.9.6.5,0,0,1.0,0.75,11,0,5,8.560660171779821,0,./analysis/4x4/Pattern-Proj-24MAR/guesses/1guess10.bmp
g,9.8.4.5.6.10.14.15.11.7.3,0,0,1.0,1.0,11,9,3,7.5,0,./analysis/4x4/Pattern-Proj-24MAR/guesses/20guess8.bmp
g,0.1.2.3.7.11.15,0,0,1.0,1.0,7,0,15,4.5,0,./analysis/4x4/Pattern-Proj-24MAR/guesses/4guess2.bmp
g,3.7.11.10.9.5.15,0,0,1.0,1.0,7,3,15,5.871320343559642,0,./analysis/4x4/Pattern-Proj-24MAR/guesses/8guess10.bmp
g,0.1.2.3.7.11.15,0,0,1.0,1.0,7,0,15,4.5,0,./analysis/4x4/Pattern-Proj-24MAR/guesses/7guess10.bmp
g,0.1.2.3.6.9.12.13.14.15,0,0,1.0,1.0,10,0,15,7.681980515339463,0,./analysis/4x4/Pattern-Proj-24MAR/guesses/4guess3.bmp
g,0.5.10.15.11.7.6.4.8.12,0,0,1.0,1.0,10,0,12,8.431980515339465,0,./analysis/4x4/Pattern-Proj-24MAR/guesses/0guess10.bmp
g,0.1.5.6.10.11.15,0,0,0.5,1.0,7,0,15,4.5,0,./analysis/4x4/Pattern-Proj-24MAR/guesses/7guess3.bmp
g,14.10.6.2.5.8.9.11,0,0,1.0,1.0,8,14,11,6.621320343559642,0,./analysis/4x4/Pattern-Proj-24MAR/guesses/7guess2.bmp
g,12.8.4.0.5.10.15.11.7.3,0,0,1.0,1.0,10,12,3,7.681980515339463,0,./analysis/4x4/Pattern-Proj-24MAR/guesses/20guess3.bmp
g,12.8.4.0.1.2.3.7.11.15.14,0,0,1.0,1.0,11,12,14,7.5,0,./analysis/4x4/Pattern-Proj-24MAR/guesses/20guess5.bmp
g,4.8.12.13.14.15.11.7.3,0,0,1.0,1.0,9,4,3,6.0,0,./analysis/4x4/Pattern-Proj-24MAR/guesses/20guess4.bmp
g,0.5.10.15.11,0,0,0.5,1.0,5,0,11,3.931980515339464,0,./analysis/4x4/Pattern-Proj-24MAR/guesses/4guess10.bmp
g,0.4.8.12.13.14.15,0,0,1.0,1.0,7,0,15,4.5,0,./analysis/4x4/Pattern-Proj-24MAR/guesses/7guess5.bmp
g,12.9.6.3.2.1.0.5.10.15.14.13,0,0,1.0,1.0,12,12,13,10.113961030678928,0,./analysis/4x4/Pattern-Proj-24MAR/guesses/20guess6.bmp
g,3.6.5.8.13.14,0,0,1.0,0.6666666666666666,6,3,14,4.681980515339464,0,./analysis/4x4/Pattern-Proj-24MAR/guesses/15guess9.bmp
g,1.5.10.15,0,0,1.0,0,4,1,15,2.8713203435596424,0,./analysis/4x4/Pattern-Proj-24MAR/guesses/15guess8.bmp
g,0.1.2.3,0,0,0,1.0,4,0,3,2.25,0,./analysis/4x4/Pattern-Proj-24MAR/guesses/15guess1.bmp
g,0.4.8.12,0,0,1.0,0,4,0,12,2.25,0,./analysis/4x4/Pattern-Proj-24MAR/guesses/15guess3.bmp
g,1.4.8.13.14.11.7.2,0,0,1.0,1.0,8,1,2,6.492640687119285,0,./analysis/4x4/Pattern-Proj-24MAR/guesses/15guess2.bmp
g,0.1.2.3.7.6.5.4.8.9.10.11.15.14.13.12,0,0,1.0,1.0,16,0,12,11.25,0,./analysis/4x4/Pattern-Proj-24MAR/guesses/15guess5.bmp
g,3.6.9.12,0,0,0,0,4,3,12,3.181980515339464,0,./analysis/4x4/Pattern-Proj-24MAR/guesses/15guess4.bmp
g,0.5.6.11.15,0,0,1.0,0.5,5,0,15,3.6213203435596424,0,./analysis/4x4/Pattern-Proj-24MAR/guesses/15guess7.bmp
g,2.7.11.14.13.8.4.1,0,0,1.0,1.0,8,2,1,6.492640687119285,0,./analysis/4x4/Pattern-Proj-24MAR/guesses/15guess6.bmp
g,4.5.6.7.11.10.9.8,0,0,1.0,1.0,8,4,8,5.25,0,./analysis/4x4/Pattern-Proj-24MAR/guesses/6guess8.bmp
g,0.1.2.3.6.9.12.13.14.15,0,0,1.0,1.0,10,0,15,7.681980515339463,0,./analysis/4x4/Pattern-Proj-24MAR/guesses/6guess9.bmp
g,0.5.10.15.14.13.12.9.6.3,0,0,1.0,1.0,10,0,3,8.613961030678928,0,./analysis/4x4/Pattern-Proj-24MAR/guesses/6guess6.bmp
g,0.1.2.3.7.11.15.14.13.12.8.4,0,0,1.0,1.0,12,0,4,8.25,0,./analysis/4x4/Pattern-Proj-24MAR/guesses/6guess7.bmp
g,5.10.9.6,0,0,1.0,1.0,4,5,6,2.8713203435596424,0,./analysis/4x4/Pattern-Proj-24MAR/guesses/6guess4.bmp
g,0.5.10.15.11.7.3.6.9.12,0,0,1.0,1.0,10,0,12,8.613961030678928,0,./analysis/4x4/Pattern-Proj-24MAR/guesses/6guess5.bmp
g,12.9.6.3.7.11.15.10.5.0,0,0,1.0,1.0,10,12,0,8.613961030678928,0,./analysis/4x4/Pattern-Proj-24MAR/guesses/6guess2.bmp
g,5.10.6.9,0,0,1.0,1.0,4,5,9,2.8713203435596424,0,./analysis/4x4/Pattern-Proj-24MAR/guesses/6guess3.bmp
g,9.6.10.5,0,0,1.0,1.0,4,9,5,2.8713203435596424,0,./analysis/4x4/Pattern-Proj-24MAR/guesses/6guess1.bmp
g,8.9.10.11.6.1.5.13,0,0,1.0,1.0,8,8,13,6.621320343559642,0,./analysis/4x4/Pattern-Proj-24MAR/guesses/8guess8.bmp
g,1.5.9.10.11.7.6.14,0,0,1.0,0.6666666666666666,8,1,14,6.0,0,./analysis/4x4/Pattern-Proj-24MAR/guesses/8guess9.bmp
g,0.4.8.12.13.14.15.11.7.3.2.1.5.9.10.6,0,0,1.0,1.0,16,0,6,11.25,0,./analysis/4x4/Pattern-Proj-24MAR/guesses/8guess4.bmp
g,2.5.8.9.10.14,0,0,1.0,1.0,6,2,14,4.371320343559642,0,./analysis/4x4/Pattern-Proj-24MAR/guesses/8guess5.bmp
g,2.6.10.14.13.12.9.3,0,0,1.0,1.0,8,2,3,6.931980515339463,0,./analysis/4x4/Pattern-Proj-24MAR/guesses/8guess6.bmp
g,12.8.4.5.9.6.3,0,0,0.5,0.6666666666666666,7,12,3,5.121320343559642,0,./analysis/4x4/Pattern-Proj-24MAR/guesses/8guess7.bmp
g,0.5.10.15.11.7.3.6.9.12,0,0,1.0,1.0,10,0,12,8.613961030678928,0,./analysis/4x4/Pattern-Proj-24MAR/guesses/8guess1.bmp
g,0.4.8.12.13.9.5.1.2.6.10.14.15.11.7.3,0,0,1.0,1.0,16,0,3,11.25,0,./analysis/4x4/Pattern-Proj-24MAR/guesses/8guess2.bmp
g,0.4.8.9.5.1.2.6.10.14.15,0,0,1.0,1.0,11,0,15,7.5,0,./analysis/4x4/Pattern-Proj-24MAR/guesses/8guess3.bmp
g,8.12.13.14.15.11.7.3,0,0,1.0,1.0,8,8,3,5.25,0,./analysis/4x4/Pattern-Proj-24MAR/guesses/20guess1.bmp
g,0.4.8.12.13.14.15.11.7.3.2.1,0,0,1.0,1.0,12,0,1,8.25,0,./analysis/4x4/Pattern-Proj-24MAR/guesses/15guess10.bmp
g,15.14.13.12.8.9.10.11.7.6.5.4.0.1.2.3,0,0,1.0,1.0,16,15,3,11.25,0,./analysis/4x4/Pattern-Proj-24MAR/guesses/0guess4.bmp
g,5.10.15.11.7.3.2.1.0.4.8.12.13.14,0,0,1.0,1.0,14,5,14,10.371320343559642,0,./analysis/4x4/Pattern-Proj-24MAR/guesses/5guess10.bmp
g,0.4.8.12.13.14.15.11.7.3.2.1.5.9.10.6,0,0,1.0,1.0,16,0,6,11.25,0,./analysis/4x4/Pattern-Proj-24MAR/guesses/0guess6.bmp
g,15.11.7.3.2.1.0.4.8.12.13.14.10.6.5.9,0,0,1.0,1.0,16,15,9,11.25,0,./analysis/4x4/Pattern-Proj-24MAR/guesses/0guess7.bmp
g,0.4.8.12.13.9.5.1.2.6.10.14.15.11.7.3,0,0,1.0,1.0,16,0,3,11.25,0,./analysis/4x4/Pattern-Proj-24MAR/guesses/0guess1.bmp
g,12.8.4.0.1.5.9.13.14.10.6.2.3.7.11.15,0,0,1.0,1.0,16,12,15,11.25,0,./analysis/4x4/Pattern-Proj-24MAR/guesses/0guess2.bmp
g,3.2.1.0.4.5.6.7.11.10.9.8.12.13.14.15,0,0,1.0,1.0,16,3,15,11.25,0,./analysis/4x4/Pattern-Proj-24MAR/guesses/0guess3.bmp
g,6.10.9.5.1.2.3.7.11.15.14.13.12.8.4.0,0,0,1.0,1.0,16,6,0,11.25,0,./analysis/4x4/Pattern-Proj-24MAR/guesses/0guess8.bmp
g,9.5.6.10.14.13.12.8.4.0.1.2.3.7.11.15,0,0,1.0,1.0,16,9,15,11.25,0,./analysis/4x4/Pattern-Proj-24MAR/guesses/0guess9.bmp
g,5.9.10.6,0,0,1.0,1.0,4,5,6,2.25,0,./analysis/4x4/Pattern-Proj-24MAR/guesses/14guess10.bmp
g,0.1.5.6.2.3.7.11.15.14.13.12,0,0,1.0,1.0,12,0,12,8.25,0,./analysis/4x4/Pattern-Proj-24MAR/guesses/20guess9.bmp
g,5.6.10.9,0,0,1.0,1.0,4,5,9,2.25,0,./analysis/4x4/Pattern-Proj-24MAR/guesses/4guess1.bmp
g,12.8.4.0.1.2.3.7.11.15.14.13,0,0,1.0,1.0,12,12,13,8.25,0,./analysis/4x4/Pattern-Proj-24MAR/guesses/7guess9.bmp
g,3.2.1.0.4.8.12.13.14.15.11.7,0,0,1.0,1.0,12,3,7,8.25,0,./analysis/4x4/Pattern-Proj-24MAR/guesses/7guess8.bmp
g,3.2.1.0.4.8.12.13.14.15,0,0,1.0,1.0,10,3,15,6.75,0,./analysis/4x4/Pattern-Proj-24MAR/guesses/4guess4.bmp
g,3.2.1.0.4.8.9.10.11.15.14.13.12,0,0,1.0,1.0,13,3,12,9.0,0,./analysis/4x4/Pattern-Proj-24MAR/guesses/4guess5.bmp
g,0.1.2.6.5.4.8.9.10.11.7.3,0,0,1.0,1.0,12,0,3,8.25,0,./analysis/4x4/Pattern-Proj-24MAR/guesses/4guess6.bmp
g,2.6.10.14.13.12.8.4.5.9,0,0,1.0,1.0,10,2,9,6.75,0,./analysis/4x4/Pattern-Proj-24MAR/guesses/4guess7.bmp
g,0.1.2.3.7.6.5.9.10.11.15.14.13.12,0,0,1.0,1.0,14,0,12,9.75,0,./analysis/4x4/Pattern-Proj-24MAR/guesses/4guess8.bmp
g,6.3.2.1.5.9.13.14.15,0,0,1.0,0.75,9,6,15,6.310660171779821,0,./analysis/4x4/Pattern-Proj-24MAR/guesses/4guess9.bmp
g,0.4.8.12.13.14.15.11.7.3.2.1,0,0,1.0,1.0,12,0,1,8.25,0,./analysis/4x4/Pattern-Proj-24MAR/guesses/7guess1.bmp
g,3.7.11.15.10.5.0.4.8.12,0,0,1.0,1.0,10,3,12,7.681980515339463,0,./analysis/4x4/Pattern-Proj-24MAR/guesses/20guess2.bmp
g,12.9.6.3.2.1.0.5.10.15,0,0,0.6666666666666666,1.0,10,12,15,8.613961030678928,0,./analysis/4x4/Pattern-Proj-24MAR/guesses/7guess7.bmp
g,0.5.10.15.11.7.3.6.9.12,0,0,1.0,1.0,10,0,12,8.613961030678928,0,./analysis/4x4/Pattern-Proj-24MAR/guesses/7guess6.bmp
g,15.10.5.0.1.2.3.6.9.12,0,0,0.6666666666666666,1.0,10,15,12,8.613961030678928,0,./analysis/4x4/Pattern-Proj-24MAR/guesses/20guess7.bmp
g,15.11.7.3.2.1.0.4.8.12.13.14,0,0,1.0,1.0,12,15,14,8.25,0,./analysis/4x4/Pattern-Proj-24MAR/guesses/7guess4.bmp
g,0.4.8.9.10.14.15.11.7.3.2.1.5,0,0,1.0,1.0,13,0,5,9.0,0,./analysis/4x4/Pattern-Proj-24MAR/guesses/20guess10.bmp
g,12.8.4.0.1.5.9.10.6.2.3.7.11.15,0,0,1.0,1.0,14,12,15,9.75,0,./analysis/4x4/Pattern-Proj-24MAR/guesses/0guess5.bmp
g,0.1.2.3.6.9.12.8.4,0,0,0.5,0.5,9,0,4,6.931980515339463,0,./analysis/4x4/Pattern-Proj-24MAR/guesses/6guess10.bmp
g,12.8.4.0.1.5.9.13.14.10.6.2.3.7.11.15,0,0,1.0,1.0,16,12,15,11.25,0,./analysis/4x4/Pattern-Proj-24MAR/guesses/14guess8.bmp
g,0.5.10.15.11.7.3.6.9.12,0,0,1.0,1.0,10,0,12,8.613961030678928,0,./analysis/4x4/Pattern-Proj-24MAR/guesses/14guess9.bmp
g,12.8.9.10.6,0,0,1.0,0.5,5,12,6,3.0,0,./analysis/4x4/Pattern-Proj-24MAR/guesses/14guess4.bmp
g,12.9.6.3.2.1.0.5.10.15,0,0,0.6666666666666666,1.0,10,12,15,8.613961030678928,0,./analysis/4x4/Pattern-Proj-24MAR/guesses/14guess5.bmp
g,0.4.8.12.13.14.15.11.7.3,0,0,1.0,1.0,10,0,3,6.75,0,./analysis/4x4/Pattern-Proj-24MAR/guesses/14guess6.bmp
g,0.1.2.3.7.6.5.4.8.9.10.11.15.14.13.12,0,0,1.0,1.0,16,0,12,11.25,0,./analysis/4x4/Pattern-Proj-24MAR/guesses/14guess7.bmp
g,12.8.4.0.5.2.6.10.14,0,0,1.0,1.0,9,12,14,6.621320343559642,0,./analysis/4x4/Pattern-Proj-24MAR/guesses/14guess1.bmp
g,0.1.2.3.6.9.12.13.14.15,0,0,1.0,1.0,10,0,15,7.681980515339463,0,./analysis/4x4/Pattern-Proj-24MAR/guesses/14guess2.bmp
g,12.8.4.0.5.10.15.11.7.3,0,0,1.0,1.0,10,12,3,7.681980515339463,0,./analysis/4x4/Pattern-Proj-24MAR/guesses/14guess3.bmp
g,0.5.9.14.10.6.2.3,0,0,0.6,1.0,8,0,3,5.871320343559642,0,./analysis/4x4/Pattern-Proj-24MAR/guesses/1guess9.bmp
g,0.1.2.3.6.9.12.13.14.15,0,0,1.0,1.0,10,0,15,7.681980515339463,0,./analysis/4x4/Pattern-Proj-24MAR/guesses/1guess8.bmp
g,0.2.9.5.1,0,0,0.3333333333333333,1.0,5,0,1,4.677050983124842,0,./analysis/4x4/Pattern-Proj-24MAR/guesses/1guess1.bmp
g,0.5.10.14.6.2.1,0,0,1.0,1.0,7,0,1,5.871320343559642,0,./analysis/4x4/Pattern-Proj-24MAR/guesses/1guess3.bmp
g,0.1.2.6.10.9.8.4,0,0,1.0,1.0,8,0,4,5.25,0,./analysis/4x4/Pattern-Proj-24MAR/guesses/1guess2.bmp
g,0.1.2.3.6.9.10.11.7,0,0,0.75,1.0,9,0,7,6.621320343559642,0,./analysis/4x4/Pattern-Proj-24MAR/guesses/1guess5.bmp
g,15.14.13.12.9.6.3.2.1.0,0,0,1.0,1.0,10,15,0,7.681980515339463,0,./analysis/4x4/Pattern-Proj-24MAR/guesses/1guess4.bmp
g,0.1.2.6.10.5,0,0,0.6666666666666666,1.0,6,0,5,4.060660171779821,0,./analysis/4x4/Pattern-Proj-24MAR/guesses/1guess7.bmp
g,3.6.9.5.1.2,0,0,0.6666666666666666,0.6666666666666666,6,3,2,4.371320343559642,0,./analysis/4x4/Pattern-Proj-24MAR/guesses/1guess6.bmp
g,6.5.9.10,0,0,1.0,1.0,4,6,10,2.25,0,./analysis/4x4/Pattern-Proj-24MAR/guesses/5guess5.bmp
g,7.2.1.4.8.13.14.11,0,0,1.0,1.0,8,7,11,6.492640687119285,0,./analysis/4x4/Pattern-Proj-24MAR/guesses/5guess4.bmp
g,9.14.15.11.7.3.2.1.0,0,0,1.0,1.0,9,9,0,6.310660171779821,0,./analysis/4x4/Pattern-Proj-24MAR/guesses/5guess7.bmp
g,5.10.15.11.7.3.2.1.0,0,0,0.5,1.0,9,5,0,6.621320343559642,0,./analysis/4x4/Pattern-Proj-24MAR/guesses/5guess6.bmp
g,8.13.14.11.7.2.1.4,0,0,1.0,1.0,8,8,4,6.492640687119285,0,./analysis/4x4/Pattern-Proj-24MAR/guesses/5guess1.bmp
g,0.4.8.9.10.11.6.14,0,0,1.0,1.0,8,0,14,6.310660171779821,0,./analysis/4x4/Pattern-Proj-24MAR/guesses/5guess3.bmp
g,1.5.9.10.11.7.3.2,0,0,1.0,1.0,8,1,2,5.25,0,./analysis/4x4/Pattern-Proj-24MAR/guesses/5guess2.bmp
g,8.5.2.3.7.11.15.14.13.9,0,0,1.0,1.0,10,8,9,7.371320343559642,0,./analysis/4x4/Pattern-Proj-24MAR/guesses/5guess9.bmp
g,1.5.9.13.14.15,0,0,1.0,1.0,6,1,15,3.75,0,./analysis/4x4/Pattern-Proj-24MAR/guesses/5guess8.bmp
r,0.4.5.9.10.14.15,0,0,1.0,0.5,7,0,15,4.5,0,
r,0.1.2.3,0,0,0,1.0,4,0,3,2.25,0,
r,15.11.10.9.8.12,0,0,0.5,1.0,6,15,12,3.75,0,
r,7.6.5.4.9.1,0,0,1.0,1.0,6,7,1,4.810660171779821,0,
r,0.1.2.3.6.9.10.11,0,0,0.75,1.0,8,0,11,5.871320343559642,0,
r,12.8.4.9.5.1,0,0,1.0,0.6666666666666666,6,12,1,4.060660171779821,0,
r,0.4.8.12.13.14.15.11.7.3,0,0,1.0,1.0,10,0,3,6.75,0,
r,0.1.2.3.7.11.15.10.5.9.13.12.8.4.6.14,0,0,1.0,1.0,16,0,14,13.371320343559642,0,
r,7.6.5.9.13.12.8.4.0.1.2.10.14.15.11,0,0,1.0,1.0,15,7,11,11.25,0,
r,5.6.7.11.15.14.13.12.8.4.0.1.2.3,0,0,1.0,1.0,14,5,3,9.75,0,
r,0.1.2.6.10.5,0,0,0.6666666666666666,1.0,6,0,5,4.060660171779821,0,
r,3.2.1.0.5.10,0,0,0.25,1.0,6,3,10,4.371320343559642,0,
r,2.1.0.4,0,0,0.3333333333333333,0.5,4,2,4,2.25,0,
r,X,0,0,0,0,1,X,X,0,0,
r,12.9.14.11.6.3,0,0,1.0,1.0,6,12,3,5.303300858899106,0,
r,0.4.8.12.9.6.3.7.11.15,0,0,1.0,1.0,10,0,15,7.681980515339463,0,
r,0.1.5.6.2.3.7.11.15,0,0,1.0,1.0,9,0,15,6.0,0,
r,0.1.2.3.7.6.5.9.10.14,0,0,0.75,1.0,10,0,14,6.75,0,
r,0.4.8.12.13.14.15.11,0,0,1.0,1.0,8,0,11,5.25,0,
r,0.4.8.9.10.14,0,0,1.0,0.3333333333333333,6,0,14,3.75,0,
r,12.9.6.3.2.1.0,0,0,0.25,0.5,7,12,0,5.431980515339464,0,
r,1.5.9.10.11.15,0,0,1.0,1.0,6,1,15,3.75,0,
r,0.1.2.3.7.11.15.14.13.12.8.4.5.6.10.9,0,0,1.0,1.0,16,0,9,11.25,0,
r,X,0,0,0,0,1,X,X,0,0,
r,4.1.5.9.13.10.3.7.11.15.14.12,0,0,1.0,1.0,12,4,12,10.548371326684485,0,
r,12.9.6.3.2.1.0.5.10.15.14.13,0,0,1.0,1.0,12,12,13,10.113961030678928,0,
r,2.1.4.8.13.14.11.7,0,0,1.0,1.0,8,2,7,6.181980515339463,0,
r,0.5.9.10.6.7,0,0,0.5,0.6666666666666666,6,0,7,4.060660171779821,0,
r,0.5.10.15.11.7.3.6.9.12,0,0,1.0,1.0,10,0,12,8.613961030678928,0,
r,12.9.5.6.10.14,0,0,1.0,1.0,6,12,14,4.060660171779821,0,
